CustomerID,Customer_Type,Country,CustomerTier,ProductTier,Customer_govt_id,Customer_Phone,ZipCode,SSN_Individual,LoanAmount,InterestEarned,QSDate,TransactionDate,ClosingDate
CRN-1000,Individual,Canada,Gold,ProdTier13,ABC2171,312-435-2171,80016,IL7726,506.9,50.8,1/1/2022,3/19/2022,3/22/2022
CRN-1000,Individual,USA,Silver,ProdTier1,ABC2172,312-435-2172,60030,IL7727,1017.1,102.3,1/1/2022,1/10/2022,1/11/2022
CRN-1000,Individual,Canada,Platinum,BondLoan,ABC2173,312-435-2173,80007,IL7728,509.2,50.7,1/1/2022,4/10/2022,4/12/2022
CRN-1000,Individual,USA,Gold,ProdTier17,ABC2174,312-435-2174,60040,IL7729,1007.2,101.6,1/1/2022,3/10/2022,3/15/2022
CRN-1000,Individual,Canada,Silver,ProdTier18,ABC2175,312-435-2175,80037,IL7730,520.1,52,1/1/2022,3/14/2022,3/15/2022
CRN-1000,Individual,USA,Platinum,ProdTier2,ABC2176,312-435-2176,60028,IL7731,1018.8,101.5,1/1/2022,1/29/2022,1/31/2022
CRN-1000,Individual,Canada,Gold,ProdTier3,ABC2177,312-435-2177,80038,IL7732,515.1,51.7,1/1/2022,1/8/2022,1/9/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC2178,312-435-2178,60029,IL7733,1016,102.3,1/1/2022,4/25/2022,4/28/2022
CRN-1000,Individual,Canada,Platinum,ProdTier15,ABC2179,312-435-2179,80015,IL7734,518.6,51.4,1/1/2022,4/2/2022,4/4/2022
CRN-1000,Individual,USA,Gold,ProdTier25,ABC2180,312-435-2180,60029,IL7735,1026.4,102.8,1/1/2022,3/29/2022,4/1/2022
CRN-1000,Individual,Canada,Silver,HomeLoan,ABC2181,312-435-2181,80010,IL7736,510.4,51.5,1/1/2022,2/9/2022,2/12/2022
CRN-1000,Individual,USA,Platinum,ProdTier13,ABC2182,312-435-2182,60013,IL7737,1004.4,101.3,1/1/2022,4/13/2022,4/17/2022
CRN-1000,Individual,Canada,Gold,BondLoan,ABC2183,312-435-2183,80035,IL7738,515,51.9,1/1/2022,4/10/2022,4/11/2022
CRN-1000,Individual,USA,Silver,ProdTier18,ABC2184,312-435-2184,60039,IL7739,1007.2,100.3,1/1/2022,2/7/2022,2/11/2022
CRN-1000,Individual,Canada,Platinum,ProdTier1,ABC2185,312-435-2185,80026,IL7740,518.9,51.7,1/1/2022,2/21/2022,2/22/2022
CRN-1000,Individual,USA,Gold,IRALoan,ABC2186,312-435-2186,60048,IL7741,1010.6,101.3,1/1/2022,3/29/2022,3/30/2022
CRN-1000,Individual,Canada,Silver,StockLoan,ABC2187,312-435-2187,80005,IL7742,505.7,51.4,1/1/2022,1/15/2022,1/19/2022
CRN-1000,Individual,USA,Platinum,ProdTier24,ABC2188,312-435-2188,60039,IL7743,1017.5,101.4,1/1/2022,4/25/2022,4/30/2022
CRN-1000,Individual,Canada,Gold,BondLoan,ABC2189,312-435-2189,80008,IL7744,518.8,51.9,1/1/2022,1/25/2022,1/30/2022
CRN-1000,Individual,USA,Silver,ProdTier16,ABC2190,312-435-2190,60003,IL7745,1013.9,101.3,1/1/2022,2/27/2022,3/1/2022
CRN-1000,Individual,Canada,Platinum,CreditCard,ABC2191,312-435-2191,80031,IL7746,519,51.7,1/1/2022,4/15/2022,4/18/2022
CRN-1000,Individual,USA,Gold,ProdTier4,ABC2192,312-435-2192,60026,IL7747,1028.3,102.2,1/1/2022,1/23/2022,1/26/2022
CRN-1000,Individual,Canada,Silver,ProdTier13,ABC2193,312-435-2193,80027,IL7748,514,50.8,1/1/2022,1/18/2022,1/19/2022
CRN-1000,Individual,USA,Platinum,ProdTier25,ABC2194,312-435-2194,60010,IL7749,1020.9,102.2,1/1/2022,4/26/2022,4/27/2022
CRN-1000,Individual,Canada,Gold,ProdTier2,ABC2195,312-435-2195,80035,IL7750,507.1,50.9,1/1/2022,4/1/2022,4/4/2022
CRN-1000,Individual,USA,Silver,StockLoan,ABC2196,312-435-2196,60025,IL7751,1014.1,101.6,1/1/2022,3/23/2022,3/27/2022
CRN-1000,Individual,Canada,Platinum,ProdTier15,ABC2197,312-435-2197,80005,IL7752,512.5,50.6,1/1/2022,1/21/2022,1/24/2022
CRN-1000,Individual,USA,Gold,IRALoan,ABC2198,312-435-2198,60007,IL7753,1011.7,101,1/1/2022,4/30/2022,5/1/2022
CRN-1000,Individual,Canada,Silver,ProdTier4,ABC2199,312-435-2199,80043,IL7754,505.4,50.4,1/1/2022,2/28/2022,3/5/2022
CRN-1000,Individual,USA,Platinum,ProdTier15,ABC2200,312-435-2200,60019,IL7755,1013.8,101.9,1/1/2022,4/8/2022,4/11/2022
CRN-1000,Individual,Canada,Gold,ProdTier16,ABC2201,312-435-2201,80012,IL7756,515.8,51.7,1/1/2022,3/8/2022,3/10/2022
CRN-1000,Individual,USA,Silver,ProdTier1,ABC2202,312-435-2202,60007,IL7757,1016.2,101.7,1/1/2022,2/2/2022,2/3/2022
CRN-1000,Individual,Canada,Platinum,ProdTier9,ABC2203,312-435-2203,80016,IL7758,515.6,51.9,1/1/2022,4/26/2022,5/1/2022
CRN-1000,Individual,USA,Gold,ProdTier18,ABC2204,312-435-2204,60028,IL7759,1013,100.7,1/1/2022,2/7/2022,2/8/2022
CRN-1000,Individual,Canada,Silver,ProdTier7,ABC2205,312-435-2205,80013,IL7760,506.8,50.4,1/1/2022,4/9/2022,4/13/2022
CRN-1000,Individual,USA,Platinum,ProdTier7,ABC2206,312-435-2206,60047,IL7761,1014.5,101.4,1/1/2022,2/12/2022,2/15/2022
CRN-1000,Individual,Canada,Gold,ProdTier27,ABC2207,312-435-2207,80013,IL7762,509.6,51.2,1/1/2022,2/9/2022,2/11/2022
CRN-1000,Individual,USA,Silver,ProdTier5,ABC2208,312-435-2208,60029,IL7763,1014.6,101.7,1/1/2022,1/14/2022,1/19/2022
CRN-1000,Individual,Canada,Platinum,IRALoan,ABC2209,312-435-2209,80037,IL7764,507.9,50.7,1/1/2022,5/1/2022,5/2/2022
CRN-1000,Individual,USA,Gold,CreditCard,ABC2210,312-435-2210,60036,IL7765,1020.8,101.7,1/1/2022,1/29/2022,2/3/2022
CRN-1000,Individual,Canada,Silver,ProdTier8,ABC2211,312-435-2211,80022,IL7766,521.7,51.9,1/1/2022,1/3/2022,1/6/2022
CRN-1000,Individual,USA,Platinum,StockLoan,ABC2212,312-435-2212,60014,IL7767,1021.1,101.6,1/1/2022,1/12/2022,1/17/2022
CRN-1000,Individual,Canada,Gold,ProdTier16,ABC2213,312-435-2213,80012,IL7768,515.1,51.7,1/1/2022,3/7/2022,3/8/2022
CRN-1000,Individual,USA,Silver,CreditCard,ABC2214,312-435-2214,60001,IL7769,1018.3,101.3,1/1/2022,2/16/2022,2/17/2022
CRN-1000,Individual,Canada,Platinum,BikeLoan,ABC2215,312-435-2215,80036,IL7770,507.3,51,1/1/2022,4/12/2022,4/17/2022
CRN-1000,Individual,USA,Gold,ProdTier10,ABC2216,312-435-2216,60045,IL7771,1008.3,100.6,1/1/2022,1/3/2022,1/5/2022
CRN-1000,Individual,Canada,Silver,ProdTier25,ABC2217,312-435-2217,80008,IL7772,516,51.2,1/1/2022,2/27/2022,3/3/2022
CRN-1000,Individual,USA,Platinum,IRALoan,ABC2218,312-435-2218,60015,IL7773,1016.2,101.7,1/1/2022,2/6/2022,2/10/2022
CRN-1000,Individual,Canada,Gold,ProdTier2,ABC2219,312-435-2219,80045,IL7774,512.9,51,1/1/2022,2/16/2022,2/18/2022
CRN-1000,Individual,USA,Silver,ProdTier30,ABC2220,312-435-2220,60034,IL7775,1013,100.6,1/1/2022,3/20/2022,3/21/2022
CRN-1000,Individual,Canada,Platinum,ProdTier10,ABC2221,312-435-2221,80026,IL7776,510.2,51.9,1/1/2022,1/27/2022,1/30/2022
CRN-1000,Individual,USA,Gold,ProdTier29,ABC2222,312-435-2222,60042,IL7777,1011.7,101.6,1/1/2022,4/13/2022,4/14/2022
CRN-1000,Individual,Canada,Silver,ProdTier3,ABC2223,312-435-2223,80007,IL7778,505.1,50.8,1/1/2022,3/27/2022,3/31/2022
CRN-1000,Individual,USA,Platinum,ProdTier26,ABC2224,312-435-2224,60033,IL7779,1007.4,100.8,1/1/2022,3/15/2022,3/17/2022
CRN-1000,Individual,Canada,Gold,CreditCard,ABC2225,312-435-2225,80002,IL7780,518.3,52.2,1/1/2022,3/20/2022,3/24/2022
CRN-1000,Individual,USA,Silver,ProdTier20,ABC2226,312-435-2226,60034,IL7781,1027.4,102.6,1/1/2022,3/7/2022,3/12/2022
CRN-1000,Individual,Canada,Platinum,ProdTier1,ABC2227,312-435-2227,80021,IL7782,517.8,51.6,1/1/2022,3/26/2022,3/27/2022
CRN-1000,Individual,USA,Gold,ProdTier15,ABC2228,312-435-2228,60029,IL7783,1012.4,101.1,1/1/2022,4/14/2022,4/15/2022
CRN-1000,Individual,Canada,Silver,BikeLoan,ABC2229,312-435-2229,80038,IL7784,517.1,51.3,1/1/2022,2/4/2022,2/7/2022
CRN-1000,Individual,USA,Platinum,ProdTier8,ABC2230,312-435-2230,60031,IL7785,1004.7,100.6,1/1/2022,1/26/2022,1/30/2022
CRN-1000,Individual,Canada,Gold,ProdTier28,ABC2231,312-435-2231,80020,IL7786,516.6,52,1/1/2022,4/11/2022,4/13/2022
CRN-1000,Individual,USA,Silver,StockLoan,ABC2232,312-435-2232,60025,IL7787,1029.8,103,1/1/2022,2/15/2022,2/19/2022
CRN-1000,Individual,Canada,Platinum,ProdTier18,ABC2233,312-435-2233,80012,IL7788,512,51.7,1/1/2022,4/20/2022,4/25/2022
CRN-1000,Individual,USA,Gold,BikeLoan,ABC2234,312-435-2234,60027,IL7789,1018.3,102,1/1/2022,4/11/2022,4/13/2022
CRN-1000,Individual,Canada,Silver,BondLoan,ABC2235,312-435-2235,80012,IL7790,516.1,50.9,1/1/2022,2/11/2022,2/15/2022
CRN-1000,Individual,USA,Platinum,ProdTier27,ABC2236,312-435-2236,60008,IL7791,1016.1,101.4,1/1/2022,1/6/2022,1/10/2022
CRN-1000,Individual,Canada,Gold,ProdTier25,ABC2237,312-435-2237,80017,IL7792,512.6,51.2,1/1/2022,4/15/2022,4/20/2022
CRN-1000,Individual,USA,Silver,ProdTier30,ABC2238,312-435-2238,60011,IL7793,1010.6,101.2,1/1/2022,4/1/2022,4/3/2022
CRN-1000,Individual,Canada,Platinum,ProdTier25,ABC2239,312-435-2239,80017,IL7794,516.6,51.5,1/1/2022,4/9/2022,4/12/2022
CRN-1000,Individual,USA,Gold,ProdTier28,ABC2240,312-435-2240,60030,IL7795,1023,102.7,1/1/2022,4/20/2022,4/23/2022
CRN-1000,Individual,Canada,Silver,ProdTier7,ABC2241,312-435-2241,80041,IL7796,518.4,51.4,1/1/2022,3/17/2022,3/21/2022
CRN-1000,Individual,USA,Platinum,ProdTier16,ABC2242,312-435-2242,60012,IL7797,1018.3,101.2,1/1/2022,2/1/2022,2/6/2022
CRN-1000,Individual,Canada,Gold,HomeLoan,ABC2243,312-435-2243,80006,IL7798,516.7,51.6,1/1/2022,1/27/2022,2/1/2022
CRN-1000,Individual,USA,Silver,ProdTier20,ABC2244,312-435-2244,60050,IL7799,1013,101.3,1/1/2022,2/1/2022,2/4/2022
CRN-1000,Individual,Canada,Platinum,BikeLoan,ABC2245,312-435-2245,80045,IL7800,502.1,50.3,1/1/2022,1/17/2022,1/18/2022
CRN-1000,Individual,USA,Gold,HomeLoan,ABC2246,312-435-2246,60023,IL7801,1013.4,101.3,1/1/2022,2/20/2022,2/22/2022
CRN-1000,Individual,Canada,Silver,ProdTier27,ABC2247,312-435-2247,80032,IL7802,517.9,52,1/1/2022,1/18/2022,1/21/2022
CRN-1000,Individual,USA,Platinum,BikeLoan,ABC2248,312-435-2248,60019,IL7803,1022.9,102,1/1/2022,1/3/2022,1/4/2022
CRN-1000,Individual,Canada,Gold,ProdTier1,ABC2249,312-435-2249,80041,IL7804,513.2,51.7,1/1/2022,3/5/2022,3/7/2022
CRN-1000,Individual,USA,Silver,BoatLoan,ABC2250,312-435-2250,60039,IL7805,1019.4,101.1,1/1/2022,4/4/2022,4/9/2022
CRN-1000,Individual,Canada,Platinum,ProdTier9,ABC2251,312-435-2251,80037,IL7806,510.3,51,1/1/2022,3/4/2022,3/8/2022
CRN-1000,Individual,USA,Gold,ProdTier7,ABC2252,312-435-2252,60046,IL7807,1021.4,101.6,1/1/2022,2/6/2022,2/8/2022
CRN-1000,Individual,Canada,Silver,ProdTier5,ABC2253,312-435-2253,80016,IL7808,503,50.6,1/1/2022,4/27/2022,4/28/2022
CRN-1000,Individual,USA,Platinum,ProdTier2,ABC2254,312-435-2254,60038,IL7809,1028.1,102.2,1/1/2022,2/27/2022,3/4/2022
CRN-1000,Individual,Canada,Gold,ProdTier8,ABC2255,312-435-2255,80020,IL7810,512.3,51.1,1/1/2022,3/8/2022,3/9/2022
CRN-1000,Individual,USA,Silver,ProdTier18,ABC2256,312-435-2256,60043,IL7811,1018.7,101.2,1/1/2022,1/5/2022,1/6/2022
CRN-1000,Individual,Canada,Platinum,ProdTier7,ABC2257,312-435-2257,80020,IL7812,514.8,51.7,1/1/2022,3/15/2022,3/20/2022
CRN-1000,Individual,USA,Gold,ProdTier26,ABC2258,312-435-2258,60042,IL7813,1019.7,102.2,1/1/2022,1/23/2022,1/25/2022
CRN-1000,Individual,Canada,Silver,ProdTier29,ABC2259,312-435-2259,80006,IL7814,514.5,51.6,1/1/2022,3/31/2022,4/2/2022
CRN-1000,Individual,USA,Platinum,ProdTier25,ABC2260,312-435-2260,60043,IL7815,1009.5,100.7,1/1/2022,2/8/2022,2/11/2022
CRN-1000,Individual,Canada,Gold,ProdTier30,ABC2261,312-435-2261,80018,IL7816,522,51.4,1/1/2022,1/4/2022,1/7/2022
CRN-1000,Individual,USA,Silver,ProdTier8,ABC2262,312-435-2262,60001,IL7817,1026.6,102.1,1/1/2022,1/23/2022,1/26/2022
CRN-1000,Individual,Canada,Platinum,ProdTier4,ABC2263,312-435-2263,80003,IL7818,514.7,51.9,1/1/2022,2/20/2022,2/23/2022
CRN-1000,Individual,USA,Gold,ProdTier30,ABC2264,312-435-2264,60049,IL7819,1028.2,102,1/1/2022,3/23/2022,3/28/2022
CRN-1000,Individual,Canada,Silver,ProdTier7,ABC2265,312-435-2265,80028,IL7820,522.3,52.2,1/1/2022,4/29/2022,5/1/2022
CRN-1000,Individual,USA,Platinum,ProdTier20,ABC2266,312-435-2266,60035,IL7821,1005.3,100.5,1/1/2022,1/29/2022,1/31/2022
CRN-1000,Individual,Canada,Gold,BondLoan,ABC2267,312-435-2267,80037,IL7822,515.9,52,1/1/2022,1/18/2022,1/21/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC2268,312-435-2268,60038,IL7823,1012.2,101,1/1/2022,2/5/2022,2/8/2022
CRN-1000,Individual,Canada,Platinum,ProdTier15,ABC2269,312-435-2269,80039,IL7824,510.3,51.4,1/1/2022,1/6/2022,1/7/2022
CRN-1000,Individual,USA,Gold,ProdTier29,ABC2270,312-435-2270,60049,IL7825,1021.7,101.8,1/1/2022,2/12/2022,2/13/2022
CRN-1000,Individual,Canada,Silver,ProdTier24,ABC2271,312-435-2271,80009,IL7826,514,51.2,1/1/2022,1/21/2022,1/25/2022
CRN-1000,Individual,USA,Platinum,ProdTier1,ABC2272,312-435-2272,60042,IL7827,1015.6,101.3,1/1/2022,3/14/2022,3/16/2022
CRN-1000,Individual,Canada,Gold,ProdTier9,ABC2273,312-435-2273,80032,IL7828,509.8,51.3,1/1/2022,3/25/2022,3/29/2022
CRN-1000,Individual,USA,Silver,ProdTier30,ABC2274,312-435-2274,60050,IL7829,1016.7,101.6,1/1/2022,4/30/2022,5/3/2022
CRN-1000,Individual,Canada,Platinum,ProdTier26,ABC2275,312-435-2275,80005,IL7830,513.4,51,1/1/2022,4/26/2022,5/1/2022
CRN-1000,Individual,USA,Gold,IRALoan,ABC2276,312-435-2276,60042,IL7831,1018.7,101.2,1/1/2022,3/8/2022,3/10/2022
CRN-1000,Individual,Canada,Silver,ProdTier8,ABC2277,312-435-2277,80032,IL7832,514.2,51.4,1/1/2022,1/3/2022,1/7/2022
CRN-1000,Individual,USA,Platinum,ProdTier26,ABC2278,312-435-2278,60015,IL7833,1013.8,101.6,1/1/2022,1/28/2022,1/31/2022
CRN-1000,Individual,Canada,Gold,ProdTier16,ABC2279,312-435-2279,80041,IL7834,510.6,51.3,1/1/2022,2/11/2022,2/13/2022
CRN-1000,Individual,USA,Silver,ProdTier28,ABC2280,312-435-2280,60009,IL7835,1024.1,102.5,1/1/2022,4/27/2022,5/1/2022
CRN-1000,Individual,Canada,Platinum,BikeLoan,ABC2281,312-435-2281,80002,IL7836,511.5,51.9,1/1/2022,3/13/2022,3/14/2022
CRN-1000,Individual,USA,Gold,ProdTier8,ABC2282,312-435-2282,60031,IL7837,1013.5,101.1,1/1/2022,3/17/2022,3/18/2022
CRN-1000,Individual,Canada,Silver,ProdTier27,ABC2283,312-435-2283,80004,IL7838,516.4,51.6,1/1/2022,2/14/2022,2/18/2022
CRN-1000,Individual,USA,Platinum,ProdTier18,ABC2284,312-435-2284,60010,IL7839,1014.8,101.2,1/1/2022,2/9/2022,2/13/2022
CRN-1000,Individual,Canada,Gold,HomeLoan,ABC2285,312-435-2285,80030,IL7840,513,50.7,1/1/2022,2/27/2022,3/1/2022
CRN-1000,Individual,USA,Silver,BoatLoan,ABC2286,312-435-2286,60029,IL7841,1023.2,102.3,1/1/2022,1/26/2022,1/28/2022
CRN-1000,Individual,Canada,Platinum,ProdTier30,ABC2287,312-435-2287,80018,IL7842,510.4,51,1/1/2022,3/19/2022,3/23/2022
CRN-1000,Individual,USA,Gold,StockLoan,ABC2288,312-435-2288,60043,IL7843,1019.9,102.2,1/1/2022,4/18/2022,4/21/2022
CRN-1000,Individual,Canada,Silver,StockLoan,ABC2289,312-435-2289,80032,IL7844,512.1,51,1/1/2022,4/5/2022,4/8/2022
CRN-1000,Individual,USA,Platinum,ProdTier15,ABC2290,312-435-2290,60012,IL7845,1014,101.6,1/1/2022,3/26/2022,3/27/2022
CRN-1000,Individual,Canada,Gold,ProdTier30,ABC2291,312-435-2291,80019,IL7846,515.2,52.2,1/1/2022,1/7/2022,1/12/2022
CRN-1000,Individual,USA,Silver,ProdTier24,ABC2292,312-435-2292,60042,IL7847,1013.4,101.1,1/1/2022,2/16/2022,2/19/2022
CRN-1000,Individual,Canada,Platinum,ProdTier13,ABC2293,312-435-2293,80031,IL7848,501.3,50.8,1/1/2022,3/16/2022,3/20/2022
CRN-1000,Individual,USA,Gold,ProdTier24,ABC2294,312-435-2294,60010,IL7849,1015.7,101,1/1/2022,1/23/2022,1/28/2022
CRN-1000,Individual,Canada,Silver,ProdTier13,ABC2295,312-435-2295,80022,IL7850,509.7,51.3,1/1/2022,3/16/2022,3/17/2022
CRN-1000,Individual,USA,Platinum,IRALoan,ABC2296,312-435-2296,60043,IL7851,1004,101.1,1/1/2022,4/12/2022,4/17/2022
CRN-1000,Individual,Canada,Gold,BondLoan,ABC2297,312-435-2297,80024,IL7852,519.9,51.7,1/1/2022,1/5/2022,1/6/2022
CRN-1000,Individual,USA,Silver,ProdTier24,ABC2298,312-435-2298,60012,IL7853,1020.8,102.2,1/1/2022,4/9/2022,4/13/2022
CRN-1000,Individual,Canada,Platinum,ProdTier10,ABC2299,312-435-2299,80041,IL7854,510.9,51.6,1/1/2022,2/26/2022,2/27/2022
CRN-1000,Individual,USA,Gold,ProdTier6,ABC2300,312-435-2300,60034,IL7855,1011.6,101.7,1/1/2022,3/21/2022,3/24/2022
CRN-1000,Individual,Canada,Silver,HomeLoan,ABC2301,312-435-2301,80028,IL7856,513.8,51.5,1/1/2022,1/14/2022,1/19/2022
CRN-1000,Individual,USA,Platinum,ProdTier30,ABC2302,312-435-2302,60050,IL7857,1006,100.9,1/1/2022,3/22/2022,3/25/2022
CRN-1000,Individual,Canada,Gold,CreditCard,ABC2303,312-435-2303,80015,IL7858,515.7,51.7,1/1/2022,3/24/2022,3/25/2022
CRN-1000,Individual,USA,Silver,ProdTier4,ABC2304,312-435-2304,60033,IL7859,1003.9,100.6,1/1/2022,1/31/2022,2/4/2022
CRN-1000,Individual,Canada,Platinum,ProdTier27,ABC2305,312-435-2305,80036,IL7860,518.7,51.3,1/1/2022,1/31/2022,2/3/2022
CRN-1000,Individual,USA,Gold,ProdTier5,ABC2306,312-435-2306,60018,IL7861,1014.1,101.2,1/1/2022,2/23/2022,2/24/2022
CRN-1000,Individual,Canada,Silver,ProdTier18,ABC2307,312-435-2307,80039,IL7862,522.9,51.6,1/1/2022,2/18/2022,2/21/2022
CRN-1000,Individual,USA,Platinum,ProdTier18,ABC2308,312-435-2308,60031,IL7863,1014.6,101.6,1/1/2022,4/26/2022,5/1/2022
CRN-1000,Individual,Canada,Gold,IRALoan,ABC2309,312-435-2309,80034,IL7864,515.2,52,1/1/2022,1/14/2022,1/15/2022
CRN-1000,Individual,USA,Silver,BikeLoan,ABC2310,312-435-2310,60017,IL7865,1008.4,100.9,1/1/2022,4/15/2022,4/16/2022
CRN-1000,Individual,Canada,Platinum,ProdTier29,ABC2311,312-435-2311,80030,IL7866,518.8,51.7,1/1/2022,2/7/2022,2/12/2022
CRN-1000,Individual,USA,Gold,BoatLoan,ABC2312,312-435-2312,60024,IL7867,1016.4,102.5,1/1/2022,3/24/2022,3/25/2022
CRN-1000,Individual,Canada,Silver,ProdTier15,ABC2313,312-435-2313,80043,IL7868,505.3,51.1,1/1/2022,1/6/2022,1/10/2022
CRN-1000,Individual,USA,Platinum,ProdTier4,ABC2314,312-435-2314,60033,IL7869,1016.3,102.1,1/1/2022,1/27/2022,1/29/2022
CRN-1000,Individual,Canada,Gold,IRALoan,ABC2315,312-435-2315,80035,IL7870,523.4,51.5,1/1/2022,1/3/2022,1/5/2022
CRN-1000,Individual,USA,Silver,ProdTier30,ABC2316,312-435-2316,60030,IL7871,1024.1,102.3,1/1/2022,4/11/2022,4/12/2022
CRN-1000,Individual,Canada,Platinum,ProdTier4,ABC2317,312-435-2317,80025,IL7872,518.8,51,1/1/2022,2/26/2022,3/2/2022
CRN-1000,Individual,USA,Gold,ProdTier13,ABC2318,312-435-2318,60045,IL7873,1011.4,101.7,1/1/2022,3/30/2022,4/3/2022
CRN-1000,Individual,Canada,Silver,ProdTier27,ABC2319,312-435-2319,80045,IL7874,518.7,51.2,1/1/2022,2/9/2022,2/10/2022
CRN-1000,Individual,USA,Platinum,ProdTier1,ABC2320,312-435-2320,60034,IL7875,1029.4,102.9,1/1/2022,4/22/2022,4/26/2022
CRN-1000,Individual,Canada,Gold,BondLoan,ABC2321,312-435-2321,80030,IL7876,514.9,51.7,1/1/2022,2/27/2022,3/4/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC2322,312-435-2322,60017,IL7877,1017.8,101.6,1/1/2022,4/4/2022,4/7/2022
CRN-1000,Individual,Canada,Platinum,ProdTier13,ABC2323,312-435-2323,80040,IL7878,517.8,51.6,1/1/2022,2/12/2022,2/17/2022
CRN-1000,Individual,USA,Gold,ProdTier13,ABC2324,312-435-2324,60031,IL7879,1010.3,101.6,1/1/2022,3/31/2022,4/4/2022
CRN-1000,Individual,Canada,Silver,BikeLoan,ABC2325,312-435-2325,80026,IL7880,507.4,51.5,1/1/2022,4/23/2022,4/28/2022
CRN-1000,Individual,USA,Platinum,IRALoan,ABC2326,312-435-2326,60042,IL7881,1010.3,101.3,1/1/2022,3/16/2022,3/18/2022
CRN-1000,Individual,Canada,Gold,HomeLoan,ABC2327,312-435-2327,80040,IL7882,514.4,51.8,1/1/2022,3/21/2022,3/22/2022
CRN-1000,Individual,USA,Silver,ProdTier29,ABC2328,312-435-2328,60024,IL7883,1021.2,102.4,1/1/2022,2/17/2022,2/22/2022
CRN-1000,Individual,Canada,Platinum,ProdTier15,ABC2329,312-435-2329,80009,IL7884,507.2,51,1/1/2022,4/7/2022,4/12/2022
CRN-1000,Individual,USA,Gold,ProdTier18,ABC2330,312-435-2330,60022,IL7885,1021.9,102.6,1/1/2022,1/15/2022,1/19/2022
CRN-1000,Individual,Canada,Silver,StockLoan,ABC2331,312-435-2331,80030,IL7886,512.4,50.8,1/1/2022,3/1/2022,3/4/2022
CRN-1000,Individual,USA,Platinum,ProdTier17,ABC2332,312-435-2332,60048,IL7887,1018.8,101.2,1/1/2022,2/19/2022,2/24/2022
CRN-1000,Individual,Canada,Gold,HomeLoan,ABC2333,312-435-2333,80040,IL7888,507.3,51,1/1/2022,4/4/2022,4/9/2022
CRN-1000,Individual,USA,Silver,ProdTier26,ABC2334,312-435-2334,60005,IL7889,1011.7,100.8,1/1/2022,2/17/2022,2/18/2022
CRN-1000,Individual,Canada,Platinum,ProdTier1,ABC2335,312-435-2335,80040,IL7890,510.3,51,1/1/2022,2/18/2022,2/19/2022
CRN-1000,Individual,USA,Gold,BoatLoan,ABC2336,312-435-2336,60005,IL7891,1025.1,102,1/1/2022,1/6/2022,1/10/2022
CRN-1000,Individual,Canada,Silver,ProdTier17,ABC2337,312-435-2337,80036,IL7892,505.2,50.6,1/1/2022,4/28/2022,4/29/2022
CRN-1000,Individual,USA,Platinum,ProdTier18,ABC2338,312-435-2338,60008,IL7893,1006.9,101,1/1/2022,1/2/2022,1/6/2022
CRN-1000,Individual,Canada,Gold,ProdTier24,ABC2339,312-435-2339,80018,IL7894,508.1,51.5,1/1/2022,1/15/2022,1/20/2022
CRN-1000,Individual,USA,Silver,ProdTier3,ABC2340,312-435-2340,60013,IL7895,1023.4,102.9,1/1/2022,3/29/2022,4/1/2022
CRN-1000,Individual,Canada,Platinum,ProdTier15,ABC2341,312-435-2341,80006,IL7896,501,50.4,1/1/2022,1/15/2022,1/19/2022
CRN-1000,Individual,USA,Gold,ProdTier7,ABC2342,312-435-2342,60046,IL7897,1022.2,102.1,1/1/2022,1/21/2022,1/26/2022
CRN-1000,Individual,Canada,Silver,ProdTier20,ABC2343,312-435-2343,80012,IL7898,509.2,50.3,1/1/2022,4/7/2022,4/8/2022
CRN-1000,Individual,USA,Platinum,BoatLoan,ABC2344,312-435-2344,60045,IL7899,1021,101.9,1/1/2022,3/6/2022,3/7/2022
CRN-1000,Individual,Canada,Gold,ProdTier29,ABC2345,312-435-2345,80014,IL7900,515.1,51.5,1/1/2022,4/24/2022,4/28/2022
CRN-1000,Individual,USA,Silver,BikeLoan,ABC2346,312-435-2346,60007,IL7901,1023.1,102,1/1/2022,1/18/2022,1/23/2022
CRN-1000,Individual,Canada,Platinum,ProdTier28,ABC2347,312-435-2347,80018,IL7902,512.7,51.3,1/1/2022,2/10/2022,2/12/2022
CRN-1000,Individual,USA,Gold,ProdTier6,ABC2348,312-435-2348,60003,IL7903,1025,102.7,1/1/2022,2/5/2022,2/6/2022
CRN-1000,Individual,Canada,Silver,ProdTier1,ABC2349,312-435-2349,80003,IL7904,511.4,50.8,1/1/2022,1/15/2022,1/18/2022
CRN-1000,Individual,USA,Platinum,BoatLoan,ABC2350,312-435-2350,60005,IL7905,1007.9,100.5,1/1/2022,3/31/2022,4/3/2022
CRN-1000,Individual,Canada,Gold,ProdTier2,ABC2351,312-435-2351,80032,IL7906,521.4,51.6,1/1/2022,1/30/2022,2/3/2022
CRN-1000,Individual,USA,Silver,ProdTier8,ABC2352,312-435-2352,60009,IL7907,1016.5,102,1/1/2022,3/7/2022,3/10/2022
CRN-1000,Individual,Canada,Platinum,ProdTier20,ABC2353,312-435-2353,80045,IL7908,508.4,51.5,1/1/2022,4/7/2022,4/8/2022
